country,crop,year,yield_hg_ha,average_rain_fall_mm_per_year,pesticide_tonnes,avg_temp
uganda,sorghum,1991,14819,1180.0,72.0,23.3
uganda,sorghum,1992,15000,1180.0,72.0,23.46
uganda,sorghum,1993,15020,1180.0,71.0,23.62
uganda,sorghum,1994,15000,1180.0,59.0,23.6
uganda,sorghum,1995,15000,1180.0,88.0,23.72
uganda,sorghum,1996,10996,1180.0,88.0,23.49
uganda,sorghum,1997,10652,1180.0,88.0,24.04
uganda,sorghum,1998,15000,1180.0,88.0,23.97
uganda,sorghum,1999,15018,1180.0,88.0,23.52
uganda,sorghum,2000,12893,1180.0,88.0,23.75
uganda,sorghum,2001,15000,1180.0,88.0,23.47
uganda,sorghum,2002,14982,1180.0,88.0,23.99
uganda,sorghum,2003,14517,1180.0,88.0,24.03
uganda,sorghum,2004,14000,1180.0,88.0,24.02
uganda,sorghum,2005,15272,1180.0,88.0,24.29
uganda,sorghum,2006,14286,1180.0,88.0,23.95
uganda,sorghum,2007,14573,1180.0,88.0,23.68
uganda,sorghum,2008,10663,1180.0,88.0,23.68
uganda,sorghum,2009,11009,1180.0,88.0,24.18
uganda,sorghum,2010,11008,1180.0,88.0,24.14
uganda,sorghum,2011,12005,1180.0,88.0,23.89
uganda,sorghum,2012,9008,1180.0,88.0,24.03
uganda,sorghum,2013,8016,1180.0,88.0,24.13
uganda,sorghum,2014,8016,1180.0,88.0,23.804583333333333
uganda,sorghum,2015,7999,1180.0,88.0,23.804583333333333
uganda,sorghum,2016,7902,1180.0,88.0,23.804583333333333
uganda,soybeans,1990,9927,1180.0,72.0,23.36
uganda,soybeans,1991,10926,1180.0,72.0,23.3
uganda,soybeans,1992,10000,1180.0,72.0,23.46
uganda,soybeans,1993,10308,1180.0,71.0,23.62
uganda,soybeans,1994,11029,1180.0,59.0,23.6
uganda,soybeans,1995,10972,1180.0,88.0,23.72
uganda,soybeans,1996,11447,1180.0,88.0,23.49
uganda,soybeans,1997,11053,1180.0,88.0,24.04
uganda,soybeans,1998,11500,1180.0,88.0,23.97
uganda,soybeans,1999,12024,1180.0,88.0,23.52
uganda,soybeans,2000,12075,1180.0,88.0,23.75
uganda,soybeans,2001,11339,1180.0,88.0,23.47
uganda,soybeans,2002,10993,1180.0,88.0,23.99
uganda,soybeans,2003,11333,1180.0,88.0,24.03
uganda,soybeans,2004,10972,1180.0,88.0,24.02
uganda,soybeans,2005,10972,1180.0,88.0,24.29
uganda,soybeans,2006,12069,1180.0,88.0,23.95
uganda,soybeans,2007,11973,1180.0,88.0,23.68
uganda,soybeans,2008,7097,1180.0,88.0,23.68
uganda,soybeans,2009,6000,1180.0,88.0,24.18
uganda,soybeans,2010,6000,1180.0,88.0,24.14
uganda,soybeans,2011,7000,1180.0,88.0,23.89
uganda,soybeans,2012,5001,1180.0,88.0,24.03
uganda,soybeans,2013,5000,1180.0,88.0,24.13
uganda,soybeans,2014,40817,1180.0,88.0,23.804583333333333
uganda,soybeans,2015,24265,1180.0,88.0,23.804583333333333
uganda,soybeans,2016,12565,1180.0,88.0,23.804583333333333
uganda,sweet potatoes,1990,41009,1180.0,72.0,23.36
uganda,sweet potatoes,1991,41978,1180.0,72.0,23.3
uganda,sweet potatoes,1992,43100,1180.0,72.0,23.46
uganda,sweet potatoes,1993,42565,1180.0,71.0,23.62
uganda,sweet potatoes,1994,45011,1180.0,59.0,23.6
uganda,sweet potatoes,1995,45000,1180.0,88.0,23.72
uganda,sweet potatoes,1996,30000,1180.0,88.0,23.49
uganda,sweet potatoes,1997,35803,1180.0,88.0,24.04
uganda,sweet potatoes,1998,40000,1180.0,88.0,23.97
uganda,sweet potatoes,1999,43673,1180.0,88.0,23.52
uganda,sweet potatoes,2000,43207,1180.0,88.0,23.75
uganda,sweet potatoes,2001,43969,1180.0,88.0,23.47
uganda,sweet potatoes,2002,44007,1180.0,88.0,23.99
uganda,sweet potatoes,2003,43866,1180.0,88.0,24.03
uganda,sweet potatoes,2004,44020,1180.0,88.0,24.02
uganda,sweet potatoes,2005,44136,1180.0,88.0,24.29
uganda,sweet potatoes,2006,45000,1180.0,88.0,23.95
uganda,sweet potatoes,2007,45912,1180.0,88.0,23.68
uganda,sweet potatoes,2008,42014,1180.0,88.0,23.68
uganda,sweet potatoes,2009,41965,1180.0,88.0,24.18
uganda,sweet potatoes,2010,44955,1180.0,88.0,24.14
uganda,sweet potatoes,2011,40000,1180.0,88.0,23.89
uganda,sweet potatoes,2012,40978,1180.0,88.0,24.03
uganda,sweet potatoes,2013,40059,1180.0,88.0,24.13
uganda,sweet potatoes,2014,40042,1180.0,88.0,23.804583333333333
uganda,sweet potatoes,2015,45000,1180.0,88.0,23.804583333333333
uganda,sweet potatoes,2016,44106,1180.0,88.0,23.804583333333333
uganda,wheat,1990,20000,1180.0,72.0,23.36
uganda,wheat,1991,18000,1180.0,72.0,23.3
uganda,wheat,1992,17600,1180.0,72.0,23.46
uganda,wheat,1993,18000,1180.0,71.0,23.62
uganda,wheat,1994,18000,1180.0,59.0,23.6
uganda,wheat,1995,18000,1180.0,88.0,23.72
uganda,wheat,1996,18000,1180.0,88.0,23.49
uganda,wheat,1997,18000,1180.0,88.0,24.04
uganda,wheat,1998,18000,1180.0,88.0,23.97
uganda,wheat,1999,18333,1180.0,88.0,23.52
uganda,wheat,2000,17143,1180.0,88.0,23.75
uganda,wheat,2001,17500,1180.0,88.0,23.47
uganda,wheat,2002,17500,1180.0,88.0,23.99
uganda,wheat,2003,16667,1180.0,88.0,24.03
uganda,wheat,2004,16667,1180.0,88.0,24.02
uganda,wheat,2005,16667,1180.0,88.0,24.29
uganda,wheat,2006,18000,1180.0,88.0,23.95
uganda,wheat,2007,17273,1180.0,88.0,23.68
uganda,wheat,2008,17273,1180.0,88.0,23.68
uganda,wheat,2009,16667,1180.0,88.0,24.18
uganda,wheat,2010,16667,1180.0,88.0,24.14
uganda,wheat,2011,17692,1180.0,88.0,23.89
uganda,wheat,2012,14286,1180.0,88.0,24.03
uganda,wheat,2013,14286,1180.0,88.0,24.13
uganda,wheat,2014,15714,1180.0,88.0,23.804583333333333
uganda,wheat,2015,15998,1180.0,88.0,23.804583333333333
uganda,wheat,2016,15829,1180.0,88.0,23.804583333333333
ukraine,maize,1992,25072,565.0,66772.0,8.07
ukraine,maize,1993,28445,565.0,61843.46,6.89
ukraine,maize,1994,23614,565.0,56914.93,7.98
ukraine,maize,1995,29207,565.0,51986.39,8.26
ukraine,maize,1996,27365,565.0,47057.85,7.0
ukraine,maize,1997,32628,565.0,42129.32,7.21
ukraine,maize,1998,25342,565.0,37200.78,7.74
ukraine,maize,1999,25220,565.0,32272.25,8.97
ukraine,maize,2000,30091,565.0,27343.71,8.82
ukraine,maize,2001,32425,565.0,22415.17,8.42
ukraine,maize,2002,35167,565.0,17486.64,8.87
ukraine,maize,2003,34569,565.0,12558.1,7.8
ukraine,maize,2004,38558,565.0,15344.4,8.32
ukraine,maize,2005,43185,565.0,23021.7,8.39
ukraine,maize,2006,37352,565.0,28832.6,7.88
ukraine,maize,2007,39001,565.0,36476.0,9.46
ukraine,maize,2008,46911,565.0,54080.5,9.24
ukraine,maize,2009,50195,565.0,36444.7,8.82
ukraine,maize,2010,45147,565.0,62534.6,8.97
ukraine,maize,2011,64446,565.0,79491.7,8.48
ukraine,maize,2012,47946,565.0,90814.8,8.56
ukraine,maize,2013,64119,565.0,86781.8,10.33
ukraine,maize,2014,61589,565.0,78201.0,8.385454545454547
ukraine,maize,2015,57126,565.0,78201.0,8.385454545454547
ukraine,maize,2016,66024,565.0,78201.0,8.385454545454547
ukraine,potatoes,1992,118906,565.0,66772.0,8.07
ukraine,potatoes,1993,136956,565.0,61843.46,6.89
ukraine,potatoes,1994,105449,565.0,56914.93,7.98
ukraine,potatoes,1995,96233,565.0,51986.39,8.26
ukraine,potatoes,1996,118859,565.0,47057.85,7.0
ukraine,potatoes,1997,105875,565.0,42129.32,7.21
ukraine,potatoes,1998,101804,565.0,37200.78,7.74
ukraine,potatoes,1999,82026,565.0,32272.25,8.97
ukraine,potatoes,2000,121632,565.0,27343.71,8.82
ukraine,potatoes,2001,108079,565.0,22415.17,8.42
ukraine,potatoes,2002,104374,565.0,17486.64,8.87
ukraine,potatoes,2003,116283,565.0,12558.1,7.8
ukraine,potatoes,2004,133386,565.0,15344.4,8.32
ukraine,potatoes,2005,128388,565.0,23021.7,8.39
ukraine,potatoes,2006,133199,565.0,28832.6,7.88
ukraine,potatoes,2007,131439,565.0,36476.0,9.46
ukraine,potatoes,2008,138728,565.0,54080.5,9.24
ukraine,potatoes,2009,139298,565.0,36444.7,8.82
ukraine,potatoes,2010,132481,565.0,62534.6,8.97
ukraine,potatoes,2011,168039,565.0,79491.7,8.48
ukraine,potatoes,2012,161001,565.0,90814.8,8.56
ukraine,potatoes,2013,159664,565.0,86781.8,10.33
ukraine,potatoes,2014,176447,565.0,78201.0,8.385454545454547
ukraine,potatoes,2015,161420,565.0,78201.0,8.385454545454547
ukraine,potatoes,2016,165830,565.0,78201.0,8.385454545454547
ukraine,"rice, paddy",1992,37722,565.0,66772.0,8.07
ukraine,"rice, paddy",1993,29565,565.0,61843.46,6.89
ukraine,"rice, paddy",1994,35909,565.0,56914.93,7.98
ukraine,"rice, paddy",1995,36409,565.0,51986.39,8.26
ukraine,"rice, paddy",1996,35518,565.0,47057.85,7.0
ukraine,"rice, paddy",1997,28889,565.0,42129.32,7.21
ukraine,"rice, paddy",1998,30286,565.0,37200.78,7.74
ukraine,"rice, paddy",1999,29041,565.0,32272.25,8.97
ukraine,"rice, paddy",2000,35595,565.0,27343.71,8.82
ukraine,"rice, paddy",2001,36548,565.0,22415.17,8.42
ukraine,"rice, paddy",2002,39894,565.0,17486.64,8.87
ukraine,"rice, paddy",2003,37500,565.0,12558.1,7.8
ukraine,"rice, paddy",2004,37746,565.0,15344.4,8.32
ukraine,"rice, paddy",2005,43458,565.0,23021.7,8.39
ukraine,"rice, paddy",2006,46065,565.0,28832.6,7.88
ukraine,"rice, paddy",2007,51185,565.0,36476.0,9.46
ukraine,"rice, paddy",2008,50859,565.0,54080.5,9.24
ukraine,"rice, paddy",2009,58327,565.0,36444.7,8.82
ukraine,"rice, paddy",2010,50512,565.0,62534.6,8.97
ukraine,"rice, paddy",2011,57399,565.0,79491.7,8.48
ukraine,"rice, paddy",2012,61938,565.0,90814.8,8.56
ukraine,"rice, paddy",2013,59938,565.0,86781.8,10.33
ukraine,"rice, paddy",2014,49882,565.0,78201.0,8.385454545454547
ukraine,"rice, paddy",2015,53427,565.0,78201.0,8.385454545454547
ukraine,"rice, paddy",2016,53917,565.0,78201.0,8.385454545454547
ukraine,sorghum,1992,8571,565.0,66772.0,8.07
ukraine,sorghum,1993,7143,565.0,61843.46,6.89
ukraine,sorghum,1994,6000,565.0,56914.93,7.98
ukraine,sorghum,1995,8942,565.0,51986.39,8.26
ukraine,sorghum,1996,7143,565.0,47057.85,7.0
ukraine,sorghum,1997,8675,565.0,42129.32,7.21
ukraine,sorghum,1998,6087,565.0,37200.78,7.74
ukraine,sorghum,1999,6964,565.0,32272.25,8.97
ukraine,sorghum,2000,11458,565.0,27343.71,8.82
ukraine,sorghum,2001,9952,565.0,22415.17,8.42
ukraine,sorghum,2002,13276,565.0,17486.64,8.87
ukraine,sorghum,2003,12903,565.0,12558.1,7.8
ukraine,sorghum,2004,18258,565.0,15344.4,8.32
ukraine,sorghum,2005,26816,565.0,23021.7,8.39
ukraine,sorghum,2006,18587,565.0,28832.6,7.88
ukraine,sorghum,2007,15067,565.0,36476.0,9.46
ukraine,sorghum,2008,20660,565.0,54080.5,9.24
ukraine,sorghum,2009,21276,565.0,36444.7,8.82
ukraine,sorghum,2010,21394,565.0,62534.6,8.97
ukraine,sorghum,2011,26372,565.0,79491.7,8.48
ukraine,sorghum,2012,15230,565.0,90814.8,8.56
ukraine,sorghum,2013,27409,565.0,86781.8,10.33
ukraine,sorghum,2014,26981,565.0,78201.0,8.385454545454547
ukraine,sorghum,2015,37209,565.0,78201.0,8.385454545454547
ukraine,sorghum,2016,38990,565.0,78201.0,8.385454545454547
ukraine,soybeans,1992,7836,565.0,66772.0,8.07
ukraine,soybeans,1993,8714,565.0,61843.46,6.89
ukraine,soybeans,1994,7203,565.0,56914.93,7.98
ukraine,soybeans,1995,9679,565.0,51986.39,8.26
ukraine,soybeans,1996,9375,565.0,47057.85,7.0
ukraine,soybeans,1997,13565,565.0,42129.32,7.21
ukraine,soybeans,1998,11412,565.0,37200.78,7.74
ukraine,soybeans,1999,10733,565.0,32272.25,8.97
ukraine,soybeans,2000,10627,565.0,27343.71,8.82
ukraine,soybeans,2001,10123,565.0,22415.17,8.42
ukraine,soybeans,2002,12699,565.0,17486.64,8.87
ukraine,soybeans,2003,12226,565.0,12558.1,7.8
ukraine,soybeans,2004,14175,565.0,15344.4,8.32
ukraine,soybeans,2005,14527,565.0,23021.7,8.39
ukraine,soybeans,2006,12445,565.0,28832.6,7.88
ukraine,soybeans,2007,12392,565.0,36476.0,9.46
ukraine,soybeans,2008,15111,565.0,54080.5,9.24
ukraine,soybeans,2009,16763,565.0,36444.7,8.82
ukraine,soybeans,2010,16207,565.0,62534.6,8.97
ukraine,soybeans,2011,20394,565.0,79491.7,8.48
ukraine,soybeans,2012,17065,565.0,90814.8,8.56
ukraine,soybeans,2013,20535,565.0,86781.8,10.33
ukraine,soybeans,2014,21652,565.0,78201.0,8.385454545454547
ukraine,soybeans,2015,18405,565.0,78201.0,8.385454545454547
ukraine,soybeans,2016,23002,565.0,78201.0,8.385454545454547
ukraine,wheat,1992,30926,565.0,66772.0,8.07
ukraine,wheat,1993,37980,565.0,61843.46,6.89
ukraine,wheat,1994,30745,565.0,56914.93,7.98
ukraine,wheat,1995,29699,565.0,51986.39,8.26
ukraine,wheat,1996,22993,565.0,47057.85,7.0
ukraine,wheat,1997,28277,565.0,42129.32,7.21
ukraine,wheat,1998,26479,565.0,37200.78,7.74
ukraine,wheat,1999,22903,565.0,32272.25,8.97
ukraine,wheat,2000,19756,565.0,27343.71,8.82
ukraine,wheat,2001,31020,565.0,22415.17,8.42
ukraine,wheat,2002,30455,565.0,17486.64,8.87
ukraine,wheat,2003,29276,565.0,12558.1,7.8
ukraine,wheat,2004,31661,565.0,15344.4,8.32
ukraine,wheat,2005,28457,565.0,23021.7,8.39
ukraine,wheat,2006,25308,565.0,28832.6,7.88
ukraine,wheat,2007,23420,565.0,36476.0,9.46
ukraine,wheat,2008,36698,565.0,54080.5,9.24
ukraine,wheat,2009,30930,565.0,36444.7,8.82
ukraine,wheat,2010,26816,565.0,62534.6,8.97
ukraine,wheat,2011,33533,565.0,79491.7,8.48
ukraine,wheat,2012,27999,565.0,90814.8,8.56
ukraine,wheat,2013,33931,565.0,86781.8,10.33
ukraine,wheat,2014,40119,565.0,78201.0,8.385454545454547
ukraine,wheat,2015,38792,565.0,78201.0,8.385454545454547
ukraine,wheat,2016,42056,565.0,78201.0,8.385454545454547
united kingdom,potatoes,1990,365161,1220.0,29517.0,9.996
united kingdom,potatoes,1991,354068,1220.0,29022.0,9.05
united kingdom,potatoes,1992,433870,1220.0,31077.0,9.278
united kingdom,potatoes,1993,415790,1220.0,32387.0,8.862
united kingdom,potatoes,1994,399956,1220.0,33929.0,9.456
united kingdom,potatoes,1995,374503,1220.0,33743.0,9.78
united kingdom,potatoes,1996,407441,1220.0,35579.0,8.703999999999999
united kingdom,potatoes,1997,429656,1220.0,35490.0,9.958
united kingdom,potatoes,1998,391347,1220.0,35422.0,9.709999999999999
united kingdom,potatoes,1999,401515,1220.0,35537.0,9.974
united kingdom,potatoes,2000,399759,1220.0,33031.28,9.682
united kingdom,potatoes,2001,402970,1220.0,32893.1,9.392
united kingdom,potatoes,2002,440886,1220.0,30995.26,10.001999999999999
united kingdom,potatoes,2003,408138,1220.0,30754.4,10.034
united kingdom,potatoes,2004,424781,1220.0,31223.91,10.017999999999999
united kingdom,potatoes,2005,435153,1220.0,31415.27,9.972
united kingdom,potatoes,2006,415887,1220.0,22588.09,10.276
united kingdom,potatoes,2007,401926,1220.0,22331.7,10.123999999999999
united kingdom,potatoes,2008,416597,1220.0,21596.68,9.584
united kingdom,potatoes,2009,444167,1220.0,21324.22,9.709999999999999
united kingdom,potatoes,2010,438841,1220.0,16770.87,8.562000000000001
united kingdom,potatoes,2011,432192,1220.0,16401.66,10.244
united kingdom,potatoes,2012,305570,1220.0,17718.64,9.290000000000001
united kingdom,potatoes,2013,408993,1220.0,17673.46,9.24
united kingdom,potatoes,2014,419220,1220.0,18392.45,9.62075
united kingdom,potatoes,2015,433178,1220.0,18302.28,9.62075
united kingdom,potatoes,2016,386547,1220.0,19277.79,9.62075
united kingdom,wheat,1990,69712,1220.0,29517.0,9.996
united kingdom,wheat,1991,72519,1220.0,29022.0,9.05
united kingdom,wheat,1992,68194,1220.0,31077.0,9.278
united kingdom,wheat,1993,73282,1220.0,32387.0,8.862
united kingdom,wheat,1994,73520,1220.0,33929.0,9.456
united kingdom,wheat,1995,76992,1220.0,33743.0,9.78
united kingdom,wheat,1996,81315,1220.0,35579.0,8.703999999999999
united kingdom,wheat,1997,73776,1220.0,35490.0,9.958
united kingdom,wheat,1998,75542,1220.0,35422.0,9.709999999999999
united kingdom,wheat,1999,80495,1220.0,35537.0,9.974
united kingdom,wheat,2000,80075,1220.0,33031.28,9.682
united kingdom,wheat,2001,70827,1220.0,32893.1,9.392
united kingdom,wheat,2002,80028,1220.0,30995.26,10.001999999999999
united kingdom,wheat,2003,77798,1220.0,30754.4,10.034
united kingdom,wheat,2004,77754,1220.0,31223.91,10.017999999999999
united kingdom,wheat,2005,79609,1220.0,31415.27,9.972
united kingdom,wheat,2006,80361,1220.0,22588.09,10.276
united kingdom,wheat,2007,72244,1220.0,22331.7,10.123999999999999
united kingdom,wheat,2008,82814,1220.0,21596.68,9.584
united kingdom,wheat,2009,79284,1220.0,21324.22,9.709999999999999
united kingdom,wheat,2010,76746,1220.0,16770.87,8.562000000000001
united kingdom,wheat,2011,77471,1220.0,16401.66,10.244
united kingdom,wheat,2012,66571,1220.0,17718.64,9.290000000000001
united kingdom,wheat,2013,73838,1220.0,17673.46,9.24
united kingdom,wheat,2014,85786,1220.0,18392.45,9.62075
united kingdom,wheat,2015,89760,1220.0,18302.28,9.62075
united kingdom,wheat,2016,78897,1220.0,19277.79,9.62075
uruguay,maize,1990,18510,1300.0,1762.01,16.91
uruguay,maize,1991,17800,1300.0,1762.01,16.95
uruguay,maize,1992,15613,1300.0,2072.03,16.7
uruguay,maize,1993,19631,1300.0,1634.02,16.81
uruguay,maize,1994,16279,1300.0,2272.08,17.17
uruguay,maize,1995,24528,1300.0,2413.02,16.66
uruguay,maize,1996,21712,1300.0,3444.01,17.03
uruguay,maize,1997,26444,1300.0,3362.05,17.46
uruguay,maize,1998,33715,1300.0,4239.03,16.77
uruguay,maize,1999,40894,1300.0,3925.03,16.62
uruguay,maize,2000,15296,1300.0,3650.08,16.95
uruguay,maize,2001,46643,1300.0,4433.04,17.61
uruguay,maize,2002,33552,1300.0,5184.5,17.06
uruguay,maize,2003,45855,1300.0,7455.26,16.7
uruguay,maize,2004,49640,1300.0,9017.73,17.22
uruguay,maize,2005,41419,1300.0,9232.47,17.13
uruguay,maize,2006,41837,1300.0,9143.45,17.13
uruguay,maize,2007,57541,1300.0,14057.2,16.53
uruguay,maize,2008,41526,1300.0,13335.22,17.43
uruguay,maize,2009,30834,1300.0,13475.41,16.96
uruguay,maize,2010,55115,1300.0,14981.18,17.11
uruguay,maize,2011,35377,1300.0,17517.76,16.9
uruguay,maize,2012,42615,1300.0,23506.4,17.53
uruguay,maize,2013,56309,1300.0,19028.6,15.92
uruguay,maize,2014,43059,1300.0,22962.2,16.969166666666666
uruguay,maize,2015,57711,1300.0,14067.8,16.969166666666666
uruguay,maize,2016,71364,1300.0,13365.8,16.969166666666666
uruguay,potatoes,1990,95000,1300.0,1762.01,16.91
uruguay,potatoes,1991,101741,1300.0,1762.01,16.95
uruguay,potatoes,1992,92262,1300.0,2072.03,16.7
uruguay,potatoes,1993,85938,1300.0,1634.02,16.81
uruguay,potatoes,1994,93306,1300.0,2272.08,17.17
uruguay,potatoes,1995,100603,1300.0,2413.02,16.66
uruguay,potatoes,1996,109417,1300.0,3444.01,17.03
uruguay,potatoes,1997,150885,1300.0,3362.05,17.46
uruguay,potatoes,1998,157532,1300.0,4239.03,16.77
uruguay,potatoes,1999,163866,1300.0,3925.03,16.62
uruguay,potatoes,2000,124074,1300.0,3650.08,16.95
uruguay,potatoes,2001,146493,1300.0,4433.04,17.61
uruguay,potatoes,2002,129399,1300.0,5184.5,17.06
uruguay,potatoes,2003,162745,1300.0,7455.26,16.7
uruguay,potatoes,2004,159905,1300.0,9017.73,17.22
uruguay,potatoes,2005,189330,1300.0,9232.47,17.13
uruguay,potatoes,2006,172693,1300.0,9143.45,17.13
uruguay,potatoes,2007,149353,1300.0,14057.2,16.53
uruguay,potatoes,2008,169299,1300.0,13335.22,17.43
uruguay,potatoes,2009,161006,1300.0,13475.41,16.96
uruguay,potatoes,2010,200915,1300.0,14981.18,17.11
uruguay,potatoes,2011,177610,1300.0,17517.76,16.9
uruguay,potatoes,2012,219891,1300.0,23506.4,17.53
uruguay,potatoes,2013,224434,1300.0,19028.6,15.92
uruguay,potatoes,2014,204308,1300.0,22962.2,16.969166666666666
uruguay,potatoes,2015,172208,1300.0,14067.8,16.969166666666666
uruguay,potatoes,2016,201175,1300.0,13365.8,16.969166666666666
uruguay,"rice, paddy",1990,44474,1300.0,1762.01,16.91
uruguay,"rice, paddy",1991,47767,1300.0,1762.01,16.95
uruguay,"rice, paddy",1992,47557,1300.0,2072.03,16.7
uruguay,"rice, paddy",1993,51717,1300.0,1634.02,16.81
uruguay,"rice, paddy",1994,49158,1300.0,2272.08,17.17
uruguay,"rice, paddy",1995,55099,1300.0,2413.02,16.66
uruguay,"rice, paddy",1996,64684,1300.0,3444.01,17.03
uruguay,"rice, paddy",1997,65839,1300.0,3362.05,17.46
uruguay,"rice, paddy",1998,50862,1300.0,4239.03,16.77
uruguay,"rice, paddy",1999,63830,1300.0,3925.03,16.62
uruguay,"rice, paddy",2000,63840,1300.0,3650.08,16.95
uruguay,"rice, paddy",2001,67037,1300.0,4433.04,17.61
uruguay,"rice, paddy",2002,58632,1300.0,5184.5,17.06
uruguay,"rice, paddy",2003,59042,1300.0,7455.26,16.7
uruguay,"rice, paddy",2004,67712,1300.0,9017.73,17.22
uruguay,"rice, paddy",2005,66005,1300.0,9232.47,17.13
uruguay,"rice, paddy",2006,72893,1300.0,9143.45,17.13
uruguay,"rice, paddy",2007,78796,1300.0,14057.2,16.53
uruguay,"rice, paddy",2008,78989,1300.0,13335.22,17.43
uruguay,"rice, paddy",2009,80100,1300.0,13475.41,16.96
uruguay,"rice, paddy",2010,70954,1300.0,14981.18,17.11
uruguay,"rice, paddy",2011,83827,1300.0,17517.76,16.9
uruguay,"rice, paddy",2012,78513,1300.0,23506.4,17.53
uruguay,"rice, paddy",2013,78812,1300.0,19028.6,15.92
uruguay,"rice, paddy",2014,80544,1300.0,22962.2,16.969166666666666
uruguay,"rice, paddy",2015,80896,1300.0,14067.8,16.969166666666666
uruguay,"rice, paddy",2016,85690,1300.0,13365.8,16.969166666666666
uruguay,sorghum,1990,22680,1300.0,1762.01,16.91
uruguay,sorghum,1991,31718,1300.0,1762.01,16.95
uruguay,sorghum,1992,28877,1300.0,2072.03,16.7
uruguay,sorghum,1993,31952,1300.0,1634.02,16.81
uruguay,sorghum,1994,27997,1300.0,2272.08,17.17
uruguay,sorghum,1995,31881,1300.0,2413.02,16.66
uruguay,sorghum,1996,30391,1300.0,3444.01,17.03
uruguay,sorghum,1997,33428,1300.0,3362.05,17.46
uruguay,sorghum,1998,33616,1300.0,4239.03,16.77
uruguay,sorghum,1999,35724,1300.0,3925.03,16.62
uruguay,sorghum,2000,16048,1300.0,3650.08,16.95
uruguay,sorghum,2001,40630,1300.0,4433.04,17.61
uruguay,sorghum,2002,32075,1300.0,5184.5,17.06
uruguay,sorghum,2003,40602,1300.0,7455.26,16.7
uruguay,sorghum,2004,38760,1300.0,9017.73,17.22
uruguay,sorghum,2005,44579,1300.0,9232.47,17.13
uruguay,sorghum,2006,38797,1300.0,9143.45,17.13
uruguay,sorghum,2007,38000,1300.0,14057.2,16.53
uruguay,sorghum,2008,40106,1300.0,13335.22,17.43
uruguay,sorghum,2009,47606,1300.0,13475.41,16.96
uruguay,sorghum,2010,39093,1300.0,14981.18,17.11
uruguay,sorghum,2011,39299,1300.0,17517.76,16.9
uruguay,sorghum,2012,42273,1300.0,23506.4,17.53
uruguay,sorghum,2013,42653,1300.0,19028.6,15.92
uruguay,sorghum,2014,40146,1300.0,22962.2,16.969166666666666
uruguay,sorghum,2015,40247,1300.0,14067.8,16.969166666666666
uruguay,sorghum,2016,35522,1300.0,13365.8,16.969166666666666
uruguay,soybeans,1990,12982,1300.0,1762.01,16.91
uruguay,soybeans,1991,18333,1300.0,1762.01,16.95
uruguay,soybeans,1992,19886,1300.0,2072.03,16.7
uruguay,soybeans,1993,18500,1300.0,1634.02,16.81
uruguay,soybeans,1994,15091,1300.0,2272.08,17.17
uruguay,soybeans,1995,18235,1300.0,2413.02,16.66
uruguay,soybeans,1996,17895,1300.0,3444.01,17.03
uruguay,soybeans,1997,17333,1300.0,3362.05,17.46
uruguay,soybeans,1998,21111,1300.0,4239.03,16.77
uruguay,soybeans,1999,21110,1300.0,3925.03,16.62
uruguay,soybeans,2000,7640,1300.0,3650.08,16.95
uruguay,soybeans,2001,23000,1300.0,4433.04,17.61
uruguay,soybeans,2002,24567,1300.0,5184.5,17.06
uruguay,soybeans,2003,25475,1300.0,7455.26,16.7
uruguay,soybeans,2004,15263,1300.0,9017.73,17.22
uruguay,soybeans,2005,18381,1300.0,9232.47,17.13
uruguay,soybeans,2006,21899,1300.0,9143.45,17.13
uruguay,soybeans,2007,22233,1300.0,14057.2,16.53
uruguay,soybeans,2008,16733,1300.0,13335.22,17.43
uruguay,soybeans,2009,17802,1300.0,13475.41,16.96
uruguay,soybeans,2010,21124,1300.0,14981.18,17.11
uruguay,soybeans,2011,17875,1300.0,17517.76,16.9
uruguay,soybeans,2012,23902,1300.0,23506.4,17.53
uruguay,soybeans,2013,26333,1300.0,19028.6,15.92
uruguay,soybeans,2014,23935,1300.0,22962.2,16.969166666666666
uruguay,soybeans,2015,23306,1300.0,14067.8,16.969166666666666
uruguay,soybeans,2016,19368,1300.0,13365.8,16.969166666666666
uruguay,sweet potatoes,1990,57857,1300.0,1762.01,16.91
uruguay,sweet potatoes,1991,40000,1300.0,1762.01,16.95
uruguay,sweet potatoes,1992,67758,1300.0,2072.03,16.7
uruguay,sweet potatoes,1993,87002,1300.0,1634.02,16.81
uruguay,sweet potatoes,1994,91667,1300.0,2272.08,17.17
uruguay,sweet potatoes,1995,99107,1300.0,2413.02,16.66
uruguay,sweet potatoes,1996,91667,1300.0,3444.01,17.03
uruguay,sweet potatoes,1997,107143,1300.0,3362.05,17.46
uruguay,sweet potatoes,1998,100000,1300.0,4239.03,16.77
uruguay,sweet potatoes,1999,100000,1300.0,3925.03,16.62
uruguay,sweet potatoes,2000,100000,1300.0,3650.08,16.95
uruguay,sweet potatoes,2001,100000,1300.0,4433.04,17.61
uruguay,sweet potatoes,2002,100000,1300.0,5184.5,17.06
uruguay,sweet potatoes,2003,100000,1300.0,7455.26,16.7
uruguay,sweet potatoes,2004,90909,1300.0,9017.73,17.22
uruguay,sweet potatoes,2005,94286,1300.0,9232.47,17.13
uruguay,sweet potatoes,2006,91892,1300.0,9143.45,17.13
